"ModuleGroup","ModuleMount","RouteFile","Crud5Complete","HttpMethod","Endpoint","PayloadContract","ResponseTypes","Notes"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Type-Care-Instructions","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Type_Care_Instructions.js","Yes","PUT","/API/HARRY-CLINTON/Products-Cloth-Type-Care-Instructions","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Type-Care-Instructions","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Type_Care_Instructions.js","Yes","DELETE","/API/HARRY-CLINTON/Products-Cloth-Type-Care-Instructions","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Types","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Types.js","Yes","GET","/API/HARRY-CLINTON/Products-Cloth-Types","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Types","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Types.js","Yes","GET","/API/HARRY-CLINTON/Products-Cloth-Types/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Types","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Types.js","Yes","POST","/API/HARRY-CLINTON/Products-Cloth-Types","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Types","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Types.js","Yes","PUT","/API/HARRY-CLINTON/Products-Cloth-Types","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Cloth-Types","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Cloth_Types.js","Yes","DELETE","/API/HARRY-CLINTON/Products-Cloth-Types","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Media","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Media.js","Yes","GET","/API/HARRY-CLINTON/Products-Media","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Media","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Media.js","Yes","GET","/API/HARRY-CLINTON/Products-Media/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Media","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Media.js","Yes","POST","/API/HARRY-CLINTON/Products-Media","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Media","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Media.js","Yes","PUT","/API/HARRY-CLINTON/Products-Media","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Media","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Media.js","Yes","DELETE","/API/HARRY-CLINTON/Products-Media","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Seo","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Seo.js","Yes","GET","/API/HARRY-CLINTON/Products-Seo","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Seo","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Seo.js","Yes","GET","/API/HARRY-CLINTON/Products-Seo/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Seo","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Seo.js","Yes","POST","/API/HARRY-CLINTON/Products-Seo","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Seo","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Seo.js","Yes","PUT","/API/HARRY-CLINTON/Products-Seo","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Seo","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Seo.js","Yes","DELETE","/API/HARRY-CLINTON/Products-Seo","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Sizes","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Sizes.js","Yes","GET","/API/HARRY-CLINTON/Products-Sizes","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Sizes","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Sizes.js","Yes","GET","/API/HARRY-CLINTON/Products-Sizes/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Sizes","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Sizes.js","Yes","POST","/API/HARRY-CLINTON/Products-Sizes","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Sizes","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Sizes.js","Yes","PUT","/API/HARRY-CLINTON/Products-Sizes","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Sizes","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Sizes.js","Yes","DELETE","/API/HARRY-CLINTON/Products-Sizes","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Variants","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Variants.js","Yes","GET","/API/HARRY-CLINTON/Products-Variants","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Variants","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Variants.js","Yes","GET","/API/HARRY-CLINTON/Products-Variants/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Variants","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Variants.js","Yes","POST","/API/HARRY-CLINTON/Products-Variants","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Variants","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Variants.js","Yes","PUT","/API/HARRY-CLINTON/Products-Variants","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"C_Product_Catalog_&_Configuration","/Products-Variants","routes/HARRY_CLINTON/C_Product_Catalog_&_Configuration/Products_Variants.js","Yes","DELETE","/API/HARRY-CLINTON/Products-Variants","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlist-Items","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlist_Items.js","Yes","GET","/API/HARRY-CLINTON/Wishlist-Items","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlist-Items","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlist_Items.js","Yes","GET","/API/HARRY-CLINTON/Wishlist-Items/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlist-Items","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlist_Items.js","Yes","POST","/API/HARRY-CLINTON/Wishlist-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlist-Items","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlist_Items.js","Yes","PUT","/API/HARRY-CLINTON/Wishlist-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlist-Items","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlist_Items.js","Yes","DELETE","/API/HARRY-CLINTON/Wishlist-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlists","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlists.js","Yes","GET","/API/HARRY-CLINTON/Wishlists","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
